,record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
7163,569,0,svm,max,balanced,tfidf,7163,1750427668.1363375,,,
7164,6605,0,svm,max,balanced,tfidf,7164,1750427668.1999917,,,
7165,4773,0,svm,max,balanced,tfidf,7165,1750427668.2664578,,,
7166,3648,0,svm,max,balanced,tfidf,7166,1750427668.3324113,,,
7167,4988,0,svm,max,balanced,tfidf,7167,1750427668.3930483,,,
7168,3221,0,svm,max,balanced,tfidf,7168,1750427668.4579277,,,
7169,5917,0,svm,max,balanced,tfidf,7169,1750427668.5154653,,,
7170,7595,0,svm,max,balanced,tfidf,7170,1750427668.5788174,,,
7171,1497,0,svm,max,balanced,tfidf,7171,1750427668.6309,,,
7172,2225,0,svm,max,balanced,tfidf,7172,1750427668.6928964,,,
7173,5420,0,svm,max,balanced,tfidf,7173,1750427668.7547567,,,
7174,5358,0,svm,max,balanced,tfidf,7174,1750427668.8086717,,,
7175,7038,0,svm,max,balanced,tfidf,7175,1750427668.877514,,,
7176,1802,0,svm,max,balanced,tfidf,7176,1750427668.942428,,,
7177,7133,0,svm,max,balanced,tfidf,7177,1750427669.0015516,,,
7178,6421,0,svm,max,balanced,tfidf,7178,1750427669.065254,,,
7179,5897,0,svm,max,balanced,tfidf,7179,1750427669.1342564,,,
7180,3948,0,svm,max,balanced,tfidf,7180,1750427669.2130766,,,
7181,5102,0,svm,max,balanced,tfidf,7181,1750427669.2805436,,,
7182,5803,0,svm,max,balanced,tfidf,7182,1750427669.3581789,,,
7183,2302,0,svm,max,balanced,tfidf,7183,1750427669.4232097,,,
7184,6833,0,svm,max,balanced,tfidf,7184,1750427669.5004485,,,
7185,8291,0,svm,max,balanced,tfidf,7185,1750427669.5622823,,,
7186,6078,0,svm,max,balanced,tfidf,7186,1750427669.6292777,,,
7187,5564,0,svm,max,balanced,tfidf,7187,1750427669.6886537,,,
7188,1016,0,svm,max,balanced,tfidf,7188,1750427669.7524118,,,
7189,7931,0,svm,max,balanced,tfidf,7189,1750427669.8147087,,,
7190,8181,0,svm,max,balanced,tfidf,7190,1750427669.8817317,,,
7191,4131,0,svm,max,balanced,tfidf,7191,1750427669.950219,,,
7192,1470,0,svm,max,balanced,tfidf,7192,1750427670.01582,,,
7193,677,0,svm,max,balanced,tfidf,7193,1750427670.081316,,,
7194,5675,0,svm,max,balanced,tfidf,7194,1750427670.1464312,,,
7195,8136,0,svm,max,balanced,tfidf,7195,1750427670.205858,,,
7196,2637,0,svm,max,balanced,tfidf,7196,1750427670.2733085,,,
7197,7071,0,svm,max,balanced,tfidf,7197,1750427670.3370492,,,
7198,817,0,svm,max,balanced,tfidf,7198,1750427670.4079094,,,
7199,1659,0,svm,max,balanced,tfidf,7199,1750427670.4755309,,,
7200,3476,0,svm,max,balanced,tfidf,7200,1750427670.5447383,,,
7201,7180,0,svm,max,balanced,tfidf,7201,1750427670.6081767,,,
7202,541,0,svm,max,balanced,tfidf,7202,1750427670.675235,,,
7203,4703,0,svm,max,balanced,tfidf,7203,1750427670.7371266,,,
7204,7846,0,svm,max,balanced,tfidf,7204,1750427670.8056307,,,
7205,4217,0,svm,max,balanced,tfidf,7205,1750427670.8661044,,,
7206,2024,0,svm,max,balanced,tfidf,7206,1750427670.9315367,,,
7207,2761,0,svm,max,balanced,tfidf,7207,1750427670.998816,,,
7208,2345,0,svm,max,balanced,tfidf,7208,1750427671.0658154,,,
7209,6296,0,svm,max,balanced,tfidf,7209,1750427671.1246393,,,
7210,2490,0,svm,max,balanced,tfidf,7210,1750427671.1829994,,,
7211,8306,0,svm,max,balanced,tfidf,7211,1750427671.2470763,,,
7212,3888,0,svm,max,balanced,tfidf,7212,1750427671.309374,,,
7213,7390,0,svm,max,balanced,tfidf,7213,1750427671.3728695,,,
7214,3833,0,svm,max,balanced,tfidf,7214,1750427671.4380927,,,
7215,5737,0,svm,max,balanced,tfidf,7215,1750427671.4981709,,,
7216,334,0,svm,max,balanced,tfidf,7216,1750427671.5579636,,,
7217,7223,0,svm,max,balanced,tfidf,7217,1750427671.6140869,,,
7218,2707,0,svm,max,balanced,tfidf,7218,1750427671.674421,,,
7219,7569,0,svm,max,balanced,tfidf,7219,1750427671.7383924,,,
7220,2514,0,svm,max,balanced,tfidf,7220,1750427671.7993116,,,
7221,4528,0,svm,max,balanced,tfidf,7221,1750427671.858551,,,
7222,702,0,svm,max,balanced,tfidf,7222,1750427671.9247913,,,
7223,5634,0,svm,max,balanced,tfidf,7223,1750427671.9860811,,,
7224,486,0,svm,max,balanced,tfidf,7224,1750427672.0546465,,,
7225,4317,0,svm,max,balanced,tfidf,7225,1750427672.1154878,,,
7226,98,0,svm,max,balanced,tfidf,7226,1750427672.1777332,,,
7227,5699,0,svm,max,balanced,tfidf,7227,1750427672.2419379,,,
7228,3542,0,svm,max,balanced,tfidf,7228,1750427672.3067474,,,
7229,3510,0,svm,max,balanced,tfidf,7229,1750427672.3714483,,,
7230,6537,0,svm,max,balanced,tfidf,7230,1750427672.4374897,,,
7231,7373,0,svm,max,balanced,tfidf,7231,1750427672.5005996,,,
7232,8461,0,svm,max,balanced,tfidf,7232,1750427672.5753367,,,
7233,5514,0,svm,max,balanced,tfidf,7233,1750427672.6374154,,,
7234,7717,0,svm,max,balanced,tfidf,7234,1750427672.7008402,,,
7235,8349,0,svm,max,balanced,tfidf,7235,1750427672.7592325,,,
7236,1101,0,svm,max,balanced,tfidf,7236,1750427672.8218048,,,
7237,845,0,svm,max,balanced,tfidf,7237,1750427672.8855813,,,
7238,6725,0,svm,max,balanced,tfidf,7238,1750427672.952651,,,
7239,958,0,svm,max,balanced,tfidf,7239,1750427673.016156,,,
7240,7809,0,svm,max,balanced,tfidf,7240,1750427673.086401,,,
7241,8745,0,svm,max,balanced,tfidf,7241,1750427673.1499283,,,
7242,868,0,svm,max,balanced,tfidf,7242,1750427673.2115612,,,
7243,6452,0,svm,max,balanced,tfidf,7243,1750427673.2666368,,,
7244,3995,0,svm,max,balanced,tfidf,7244,1750427673.328809,,,
7245,2940,0,svm,max,balanced,tfidf,7245,1750427673.3855143,,,
7246,3938,0,svm,max,balanced,tfidf,7246,1750427673.4502704,,,
7247,851,0,svm,max,balanced,tfidf,7247,1750427673.5133643,,,
7248,6318,0,svm,max,balanced,tfidf,7248,1750427673.5787637,,,
7249,1380,0,svm,max,balanced,tfidf,7249,1750427673.6468718,,,
7250,5991,0,svm,max,balanced,tfidf,7250,1750427673.7108636,,,
7251,319,0,svm,max,balanced,tfidf,7251,1750427673.7724955,,,
7252,5986,0,svm,max,balanced,tfidf,7252,1750427673.8329473,,,
7253,27,0,svm,max,balanced,tfidf,7253,1750427673.8963041,,,
7254,472,0,svm,max,balanced,tfidf,7254,1750427673.9612682,,,
7255,7465,0,svm,max,balanced,tfidf,7255,1750427674.027957,,,
7256,1804,0,svm,max,balanced,tfidf,7256,1750427674.0928288,,,
7257,132,0,svm,max,balanced,tfidf,7257,1750427674.1568236,,,
7258,2258,0,svm,max,balanced,tfidf,7258,1750427674.2206104,,,
7259,1359,0,svm,max,balanced,tfidf,7259,1750427674.2857804,,,
7260,2687,0,svm,max,balanced,tfidf,7260,1750427674.3553832,,,
7261,3250,0,svm,max,balanced,tfidf,7261,1750427674.423229,,,
7262,5950,0,svm,max,balanced,tfidf,7262,1750427674.475721,,,
7263,2434,0,svm,max,balanced,tfidf,7263,1750427674.5361185,,,
7264,2592,0,svm,max,balanced,tfidf,7264,1750427674.6097605,,,
7265,457,0,svm,max,balanced,tfidf,7265,1750427674.6718893,,,
7266,8412,0,svm,max,balanced,tfidf,7266,1750427674.7376509,,,
7267,6093,0,svm,max,balanced,tfidf,7267,1750427674.7998943,,,
7268,7626,0,svm,max,balanced,tfidf,7268,1750427674.866989,,,
7269,2357,0,svm,max,balanced,tfidf,7269,1750427674.9316943,,,
7270,7475,0,svm,max,balanced,tfidf,7270,1750427675.0009727,,,
7271,2876,0,svm,max,balanced,tfidf,7271,1750427675.0639021,,,
7272,2286,0,svm,max,balanced,tfidf,7272,1750427675.1295605,,,
7273,8345,0,svm,max,balanced,tfidf,7273,1750427675.1903841,,,
7274,6007,0,svm,max,balanced,tfidf,7274,1750427675.2616777,,,
7275,8241,0,svm,max,balanced,tfidf,7275,1750427675.3280463,,,
7276,2682,0,svm,max,balanced,tfidf,7276,1750427675.3853228,,,
7277,3527,0,svm,max,balanced,tfidf,7277,1750427675.4562373,,,
7278,2958,0,svm,max,balanced,tfidf,7278,1750427675.545187,,,
7279,372,0,svm,max,balanced,tfidf,7279,1750427675.6219177,,,
7280,2788,0,svm,max,balanced,tfidf,7280,1750427675.6831303,,,
7281,5476,0,svm,max,balanced,tfidf,7281,1750427675.746287,,,
7282,6583,0,svm,max,balanced,tfidf,7282,1750427675.8119054,,,
7283,8006,0,svm,max,balanced,tfidf,7283,1750427675.8861594,,,
7284,8532,0,svm,max,balanced,tfidf,7284,1750427675.9529042,,,
7285,7149,0,svm,max,balanced,tfidf,7285,1750427676.0195453,,,
7286,3556,0,svm,max,balanced,tfidf,7286,1750427676.0770712,,,
7287,7833,0,svm,max,balanced,tfidf,7287,1750427676.1322525,,,
7288,1931,0,svm,max,balanced,tfidf,7288,1750427676.2005992,,,
7289,6076,0,svm,max,balanced,tfidf,7289,1750427676.2644653,,,
7290,54,0,svm,max,balanced,tfidf,7290,1750427676.3339813,,,
7291,5631,0,svm,max,balanced,tfidf,7291,1750427676.4027934,,,
7292,8499,0,svm,max,balanced,tfidf,7292,1750427676.4723012,,,
7293,8468,0,svm,max,balanced,tfidf,7293,1750427676.5335934,,,
7294,4265,0,svm,max,balanced,tfidf,7294,1750427676.5990918,,,
7295,3351,0,svm,max,balanced,tfidf,7295,1750427676.6628835,,,
7296,5908,0,svm,max,balanced,tfidf,7296,1750427676.7308323,,,
7297,7583,0,svm,max,balanced,tfidf,7297,1750427676.7900681,,,
7298,236,0,svm,max,balanced,tfidf,7298,1750427676.860003,,,
7299,7987,0,svm,max,balanced,tfidf,7299,1750427676.9256003,,,
7300,6517,0,svm,max,balanced,tfidf,7300,1750427676.9958088,,,
7301,633,0,svm,max,balanced,tfidf,7301,1750427677.0658352,,,
7302,3434,0,svm,max,balanced,tfidf,7302,1750427677.135822,,,
7303,8641,0,svm,max,balanced,tfidf,7303,1750427677.2120159,,,
7304,6586,0,svm,max,balanced,tfidf,7304,1750427677.2836323,,,
7305,6977,0,svm,max,balanced,tfidf,7305,1750427677.3499787,,,
7306,3486,0,svm,max,balanced,tfidf,7306,1750427677.420886,,,
7307,3959,0,svm,max,balanced,tfidf,7307,1750427677.4836137,,,
7308,5945,0,svm,max,balanced,tfidf,7308,1750427677.554821,,,
7309,7536,0,svm,max,balanced,tfidf,7309,1750427677.6215746,,,
7310,665,0,svm,max,balanced,tfidf,7310,1750427677.6887758,,,
7311,7503,0,svm,max,balanced,tfidf,7311,1750427677.754664,,,
7312,7070,0,svm,max,balanced,tfidf,7312,1750427677.8196025,,,
7313,6032,0,svm,max,balanced,tfidf,7313,1750427677.8904047,,,
7314,7493,0,svm,max,balanced,tfidf,7314,1750427677.9629102,,,
7315,6817,0,svm,max,balanced,tfidf,7315,1750427678.0350344,,,
7316,2316,0,svm,max,balanced,tfidf,7316,1750427678.1206605,,,
7317,7066,0,svm,max,balanced,tfidf,7317,1750427678.1955826,,,
7318,3115,0,svm,max,balanced,tfidf,7318,1750427678.2659347,,,
7319,283,0,svm,max,balanced,tfidf,7319,1750427678.3268836,,,
7320,3218,0,svm,max,balanced,tfidf,7320,1750427678.401639,,,
7321,4297,0,svm,max,balanced,tfidf,7321,1750427678.4668946,,,
7322,2953,0,svm,max,balanced,tfidf,7322,1750427678.5376768,,,
7323,2097,0,svm,max,balanced,tfidf,7323,1750427678.6041856,,,
7324,8214,0,svm,max,balanced,tfidf,7324,1750427678.6775575,,,
7325,4565,0,svm,max,balanced,tfidf,7325,1750427678.74308,,,
7326,998,0,svm,max,balanced,tfidf,7326,1750427678.8163927,,,
7327,5299,0,svm,max,balanced,tfidf,7327,1750427678.8829167,,,
7328,2172,0,svm,max,balanced,tfidf,7328,1750427678.9517179,,,
7329,4358,0,svm,max,balanced,tfidf,7329,1750427679.010029,,,
7330,8210,0,svm,max,balanced,tfidf,7330,1750427679.0778465,,,
7331,780,0,svm,max,balanced,tfidf,7331,1750427679.1482017,,,
7332,4304,0,svm,max,balanced,tfidf,7332,1750427679.2193398,,,
7333,6651,0,svm,max,balanced,tfidf,7333,1750427679.2897263,,,
7334,1836,0,svm,max,balanced,tfidf,7334,1750427679.366891,,,
7335,4572,0,svm,max,balanced,tfidf,7335,1750427679.4345238,,,
7336,4147,0,svm,max,balanced,tfidf,7336,1750427679.5068984,,,
7337,4369,0,svm,max,balanced,tfidf,7337,1750427679.573767,,,
7338,2012,0,svm,max,balanced,tfidf,7338,1750427679.6447947,,,
7339,3214,0,svm,max,balanced,tfidf,7339,1750427679.743354,,,
7340,5287,0,svm,max,balanced,tfidf,7340,1750427679.862945,,,
7341,6254,0,svm,max,balanced,tfidf,7341,1750427680.056811,,,
7342,471,0,svm,max,balanced,tfidf,7342,1750427680.1584327,,,
7343,3011,0,svm,max,balanced,tfidf,7343,1750427680.2390172,,,
7344,4871,0,svm,max,balanced,tfidf,7344,1750427680.3228238,,,
7345,229,0,svm,max,balanced,tfidf,7345,1750427680.398372,,,
7346,6972,0,svm,max,balanced,tfidf,7346,1750427680.4789567,,,
7347,5886,0,svm,max,balanced,tfidf,7347,1750427680.5542004,,,
7348,5630,0,svm,max,balanced,tfidf,7348,1750427680.62768,,,
7349,2624,0,svm,max,balanced,tfidf,7349,1750427680.694915,,,
7350,2753,0,svm,max,balanced,tfidf,7350,1750427680.7610145,,,
7351,1006,0,svm,max,balanced,tfidf,7351,1750427680.8274043,,,
7352,7616,0,svm,max,balanced,tfidf,7352,1750427680.897921,,,
7353,8251,0,svm,max,balanced,tfidf,7353,1750427680.9702566,,,
7354,4547,0,svm,max,balanced,tfidf,7354,1750427681.03827,,,
7355,251,0,svm,max,balanced,tfidf,7355,1750427681.1070666,,,
7356,6506,0,svm,max,balanced,tfidf,7356,1750427681.177979,,,
7357,8286,0,svm,max,balanced,tfidf,7357,1750427681.2434225,,,
7358,8272,0,svm,max,balanced,tfidf,7358,1750427681.3174207,,,
7359,4919,0,svm,max,balanced,tfidf,7359,1750427681.3838098,,,
7360,4723,0,svm,max,balanced,tfidf,7360,1750427681.477252,,,
7361,172,0,svm,max,balanced,tfidf,7361,1750427681.581259,,,
7362,5079,0,svm,max,balanced,tfidf,7362,1750427681.6633036,,,
7363,8607,0,svm,max,balanced,tfidf,7363,1750427681.736932,,,
7364,1477,0,svm,max,balanced,tfidf,7364,1750427681.8086312,,,
7365,1253,0,svm,max,balanced,tfidf,7365,1750427681.8819091,,,
7366,3583,0,svm,max,balanced,tfidf,7366,1750427681.9631567,,,
7367,7411,0,svm,max,balanced,tfidf,7367,1750427682.0250897,,,
7368,8352,0,svm,max,balanced,tfidf,7368,1750427682.101436,,,
7369,694,0,svm,max,balanced,tfidf,7369,1750427682.178506,,,
7370,914,0,svm,max,balanced,tfidf,7370,1750427682.318778,,,
7371,4126,0,svm,max,balanced,tfidf,7371,1750427682.4309564,,,
7372,7467,0,svm,max,balanced,tfidf,7372,1750427682.5420773,,,
7373,4115,0,svm,max,balanced,tfidf,7373,1750427682.627984,,,
7374,7208,0,svm,max,balanced,tfidf,7374,1750427682.7295585,,,
7375,4491,0,svm,max,balanced,tfidf,7375,1750427682.8219972,,,
7376,6069,0,svm,max,balanced,tfidf,7376,1750427682.9194393,,,
7377,7280,0,svm,max,balanced,tfidf,7377,1750427683.0159156,,,
7378,6280,0,svm,max,balanced,tfidf,7378,1750427683.1359122,,,
7379,1787,0,svm,max,balanced,tfidf,7379,1750427683.255568,,,
7380,3000,0,svm,max,balanced,tfidf,7380,1750427683.3255663,,,
7381,7917,0,svm,max,balanced,tfidf,7381,1750427683.4142013,,,
7382,2878,0,svm,max,balanced,tfidf,7382,1750427683.497348,,,
7383,399,0,svm,max,balanced,tfidf,7383,1750427683.575463,,,
7384,7624,0,svm,max,balanced,tfidf,7384,1750427683.6500912,,,
7385,7005,0,svm,max,balanced,tfidf,7385,1750427683.7177098,,,
7386,1372,0,svm,max,balanced,tfidf,7386,1750427683.786091,,,
7387,6992,0,svm,max,balanced,tfidf,7387,1750427683.873989,,,
7388,3658,0,svm,max,balanced,tfidf,7388,1750427683.9596772,,,
7389,6488,0,svm,max,balanced,tfidf,7389,1750427684.0382853,,,
7390,7689,0,svm,max,balanced,tfidf,7390,1750427684.114351,,,
7391,5355,0,svm,max,balanced,tfidf,7391,1750427684.1824946,,,
7392,658,0,svm,max,balanced,tfidf,7392,1750427684.2533946,,,
7393,605,0,svm,max,balanced,tfidf,7393,1750427684.3231144,,,
7394,5928,0,svm,max,balanced,tfidf,7394,1750427684.4042897,,,
7395,1860,0,svm,max,balanced,tfidf,7395,1750427684.475176,,,
7396,5616,0,svm,max,balanced,tfidf,7396,1750427684.5474916,,,
7397,5953,0,svm,max,balanced,tfidf,7397,1750427684.618253,,,
7398,877,0,svm,max,balanced,tfidf,7398,1750427684.6941476,,,
7399,8588,0,svm,max,balanced,tfidf,7399,1750427684.769713,,,
7400,3265,0,svm,max,balanced,tfidf,7400,1750427684.8537242,,,
7401,7639,0,svm,max,balanced,tfidf,7401,1750427684.9218926,,,
7402,7328,0,svm,max,balanced,tfidf,7402,1750427684.9973316,,,
7403,3009,0,svm,max,balanced,tfidf,7403,1750427685.0814176,,,
7404,6722,0,svm,max,balanced,tfidf,7404,1750427685.1620421,,,
7405,712,0,svm,max,balanced,tfidf,7405,1750427685.2311559,,,
7406,3479,0,svm,max,balanced,tfidf,7406,1750427685.3307972,,,
7407,7966,0,svm,max,balanced,tfidf,7407,1750427685.4134061,,,
7408,1400,0,svm,max,balanced,tfidf,7408,1750427685.4979544,,,
7409,3419,0,svm,max,balanced,tfidf,7409,1750427685.566157,,,
7410,6015,0,svm,max,balanced,tfidf,7410,1750427685.6427085,,,
7411,3705,0,svm,max,balanced,tfidf,7411,1750427685.7123103,,,
7412,2961,0,svm,max,balanced,tfidf,7412,1750427685.7887197,,,
7413,4626,0,svm,max,balanced,tfidf,7413,1750427685.862697,,,
7414,3713,0,svm,max,balanced,tfidf,7414,1750427685.94128,,,
7415,4028,0,svm,max,balanced,tfidf,7415,1750427686.01044,,,
7416,3767,0,svm,max,balanced,tfidf,7416,1750427686.0891724,,,
7417,8083,0,svm,max,balanced,tfidf,7417,1750427686.190666,,,
7418,3911,0,svm,max,balanced,tfidf,7418,1750427686.2777374,,,
7419,3480,0,svm,max,balanced,tfidf,7419,1750427686.3503685,,,
7420,5417,0,svm,max,balanced,tfidf,7420,1750427686.4257128,,,
7421,3816,0,svm,max,balanced,tfidf,7421,1750427686.502948,,,
7422,4711,0,svm,max,balanced,tfidf,7422,1750427686.5836184,,,
7423,8529,0,svm,max,balanced,tfidf,7423,1750427686.6612222,,,
7424,2212,0,svm,max,balanced,tfidf,7424,1750427686.7358277,,,
7425,2149,0,svm,max,balanced,tfidf,7425,1750427686.806733,,,
7426,8118,0,svm,max,balanced,tfidf,7426,1750427686.880968,,,
7427,281,0,svm,max,balanced,tfidf,7427,1750427686.9471085,,,
7428,5590,0,svm,max,balanced,tfidf,7428,1750427687.0160928,,,
7429,7564,0,svm,max,balanced,tfidf,7429,1750427687.0998352,,,
7430,1492,0,svm,max,balanced,tfidf,7430,1750427687.1775236,,,
7431,1538,0,svm,max,balanced,tfidf,7431,1750427687.246512,,,
7432,3909,0,svm,max,balanced,tfidf,7432,1750427687.325452,,,
7433,7409,0,svm,max,balanced,tfidf,7433,1750427687.3871732,,,
7434,5602,0,svm,max,balanced,tfidf,7434,1750427687.4552977,,,
7435,3153,0,svm,max,balanced,tfidf,7435,1750427687.5238423,,,
7436,4165,0,svm,max,balanced,tfidf,7436,1750427687.592196,,,
7437,6780,0,svm,max,balanced,tfidf,7437,1750427687.6585095,,,
7438,1961,0,svm,max,balanced,tfidf,7438,1750427687.7279093,,,
7439,2499,0,svm,max,balanced,tfidf,7439,1750427687.799281,,,
7440,8448,0,svm,max,balanced,tfidf,7440,1750427687.905585,,,
7441,515,0,svm,max,balanced,tfidf,7441,1750427687.9789453,,,
7442,2215,0,svm,max,balanced,tfidf,7442,1750427688.0535233,,,
7443,8753,0,svm,max,balanced,tfidf,7443,1750427688.122655,,,
7444,4966,0,svm,max,balanced,tfidf,7444,1750427688.1935124,,,
7445,86,0,svm,max,balanced,tfidf,7445,1750427688.265102,,,
7446,5749,0,svm,max,balanced,tfidf,7446,1750427688.340464,,,
7447,4078,0,svm,max,balanced,tfidf,7447,1750427688.4029949,,,
7448,6656,0,svm,max,balanced,tfidf,7448,1750427688.486192,,,
7449,776,0,svm,max,balanced,tfidf,7449,1750427688.548522,,,
7450,5093,0,svm,max,balanced,tfidf,7450,1750427688.6149325,,,
7451,2549,0,svm,max,balanced,tfidf,7451,1750427688.6792524,,,
7452,1637,0,svm,max,balanced,tfidf,7452,1750427688.7419822,,,
7453,6189,0,svm,max,balanced,tfidf,7453,1750427688.8037498,,,
7454,4550,0,svm,max,balanced,tfidf,7454,1750427688.872387,,,
7455,2643,0,svm,max,balanced,tfidf,7455,1750427688.948961,,,
7456,5405,0,svm,max,balanced,tfidf,7456,1750427689.0191436,,,
7457,7578,0,svm,max,balanced,tfidf,7457,1750427689.086272,,,
7458,8534,0,svm,max,balanced,tfidf,7458,1750427689.1583593,,,
7459,8344,0,svm,max,balanced,tfidf,7459,1750427689.2295604,,,
7460,4161,0,svm,max,balanced,tfidf,7460,1750427689.312508,,,
7461,6668,0,svm,max,balanced,tfidf,7461,1750427689.3866131,,,
7462,2644,0,svm,max,balanced,tfidf,7462,1750427689.453686,,,
7463,8133,0,svm,max,balanced,tfidf,7463,1750427689.516182,,,
7464,7545,0,svm,max,balanced,tfidf,7464,1750427689.592405,,,
7465,8759,0,svm,max,balanced,tfidf,7465,1750427689.6614654,,,
7466,6574,0,svm,max,balanced,tfidf,7466,1750427689.74266,,,
7467,2028,0,svm,max,balanced,tfidf,7467,1750427689.824372,,,
7468,2877,0,svm,max,balanced,tfidf,7468,1750427689.8924384,,,
7469,1432,0,svm,max,balanced,tfidf,7469,1750427689.9612691,,,
7470,5257,0,svm,max,balanced,tfidf,7470,1750427690.0397344,,,
7471,1762,0,svm,max,balanced,tfidf,7471,1750427690.1135335,,,
7472,3083,0,svm,max,balanced,tfidf,7472,1750427690.175801,,,
7473,2151,0,svm,max,balanced,tfidf,7473,1750427690.2441363,,,
7474,5298,0,svm,max,balanced,tfidf,7474,1750427690.3111522,,,
7475,1321,0,svm,max,balanced,tfidf,7475,1750427690.37714,,,
7476,2052,0,svm,max,balanced,tfidf,7476,1750427690.4463918,,,
7477,5755,0,svm,max,balanced,tfidf,7477,1750427690.503628,,,
7478,60,0,svm,max,balanced,tfidf,7478,1750427690.5873418,,,
7479,3401,0,svm,max,balanced,tfidf,7479,1750427690.6554961,,,
7480,4145,0,svm,max,balanced,tfidf,7480,1750427690.7209897,,,
7481,3994,0,svm,max,balanced,tfidf,7481,1750427690.7883048,,,
7482,5836,0,svm,max,balanced,tfidf,7482,1750427690.861647,,,
7483,2262,0,svm,max,balanced,tfidf,7483,1750427690.9226594,,,
7484,8766,0,svm,max,balanced,tfidf,7484,1750427690.9923825,,,
7485,711,0,svm,max,balanced,tfidf,7485,1750427691.057883,,,
7486,6344,0,svm,max,balanced,tfidf,7486,1750427691.135398,,,
7487,2002,0,svm,max,balanced,tfidf,7487,1750427691.2007122,,,
7488,4777,0,svm,max,balanced,tfidf,7488,1750427691.2810407,,,
7489,3590,0,svm,max,balanced,tfidf,7489,1750427691.350943,,,
7490,2688,0,svm,max,balanced,tfidf,7490,1750427691.416864,,,
7491,3679,0,svm,max,balanced,tfidf,7491,1750427691.493832,,,
7492,5785,0,svm,max,balanced,tfidf,7492,1750427691.563918,,,
7493,2317,0,svm,max,balanced,tfidf,7493,1750427691.637868,,,
7494,4200,0,svm,max,balanced,tfidf,7494,1750427691.7216973,,,
7495,7422,0,svm,max,balanced,tfidf,7495,1750427691.7977912,,,
7496,6481,0,svm,max,balanced,tfidf,7496,1750427691.8813796,,,
7497,545,0,svm,max,balanced,tfidf,7497,1750427691.9539037,,,
7498,8711,0,svm,max,balanced,tfidf,7498,1750427692.0325193,,,
7499,1416,0,svm,max,balanced,tfidf,7499,1750427692.1055605,,,
7500,1018,0,svm,max,balanced,tfidf,7500,1750427692.188849,,,
7501,7291,0,svm,max,balanced,tfidf,7501,1750427692.2626612,,,
7502,2382,0,svm,max,balanced,tfidf,7502,1750427692.3475795,,,
7503,1670,0,svm,max,balanced,tfidf,7503,1750427692.4180279,,,
7504,6540,0,svm,max,balanced,tfidf,7504,1750427692.5008774,,,
7505,8249,0,svm,max,balanced,tfidf,7505,1750427692.577582,,,
7506,4826,0,svm,max,balanced,tfidf,7506,1750427692.6551864,,,
7507,3267,0,svm,max,balanced,tfidf,7507,1750427692.723973,,,
7508,799,0,svm,max,balanced,tfidf,7508,1750427692.7973404,,,
7509,2963,0,svm,max,balanced,tfidf,7509,1750427692.870242,,,
7510,5941,0,svm,max,balanced,tfidf,7510,1750427692.9478972,,,
7511,350,0,svm,max,balanced,tfidf,7511,1750427693.020096,,,
7512,6356,0,svm,max,balanced,tfidf,7512,1750427693.0986094,,,
7513,6594,0,svm,max,balanced,tfidf,7513,1750427693.1725028,,,
7514,2804,0,svm,max,balanced,tfidf,7514,1750427693.2495956,,,
7515,1890,0,svm,max,balanced,tfidf,7515,1750427693.3263426,,,
7516,150,0,svm,max,balanced,tfidf,7516,1750427693.4099119,,,
7517,5624,0,svm,max,balanced,tfidf,7517,1750427693.4795523,,,
7518,6348,0,svm,max,balanced,tfidf,7518,1750427693.561801,,,
7519,4451,0,svm,max,balanced,tfidf,7519,1750427693.6242266,,,
7520,5697,0,svm,max,balanced,tfidf,7520,1750427693.698589,,,
7521,2163,0,svm,max,balanced,tfidf,7521,1750427693.7725441,,,
7522,6692,0,svm,max,balanced,tfidf,7522,1750427693.8448045,,,
7523,2496,0,svm,max,balanced,tfidf,7523,1750427693.919046,,,
7524,5430,0,svm,max,balanced,tfidf,7524,1750427693.9950957,,,
7525,7266,0,svm,max,balanced,tfidf,7525,1750427694.080285,,,
7526,7464,0,svm,max,balanced,tfidf,7526,1750427694.1614945,,,
7527,2529,0,svm,max,balanced,tfidf,7527,1750427694.2238069,,,
7528,8410,0,svm,max,balanced,tfidf,7528,1750427694.2996247,,,
7529,5427,0,svm,max,balanced,tfidf,7529,1750427694.3693268,,,
7530,1729,0,svm,max,balanced,tfidf,7530,1750427694.4506934,,,
7531,4923,0,svm,max,balanced,tfidf,7531,1750427694.522801,,,
7532,7537,0,svm,max,balanced,tfidf,7532,1750427694.599323,,,
7533,7203,0,svm,max,balanced,tfidf,7533,1750427694.6662014,,,
7534,4693,0,svm,max,balanced,tfidf,7534,1750427694.7470934,,,
7535,6065,0,svm,max,balanced,tfidf,7535,1750427694.822925,,,
7536,414,0,svm,max,balanced,tfidf,7536,1750427694.897171,,,
7537,7446,0,svm,max,balanced,tfidf,7537,1750427694.9693136,,,
7538,4540,0,svm,max,balanced,tfidf,7538,1750427695.0541937,,,
7539,4460,0,svm,max,balanced,tfidf,7539,1750427695.1245453,,,
7540,8042,0,svm,max,balanced,tfidf,7540,1750427695.1983206,,,
7541,4075,0,svm,max,balanced,tfidf,7541,1750427695.2691321,,,
7542,220,0,svm,max,balanced,tfidf,7542,1750427695.3503308,,,
7543,5175,0,svm,max,balanced,tfidf,7543,1750427695.4236877,,,
